,PosSite_Di,NegSite_Di,Local-Stru,Local-Quat,Local-Qu_1,Local-Qu_2,Quaternary,Quaterna_1,GeodeticSt,Quaterna_2,FaultRecen,FaultSlipD,Earthquake,HorizGravi,HorizMagne,GravityDen,MagneticDe,Heatflow,Geochemist,Local-St_1,Local-Qu_3,Local-Qu_4,Local-Qu_5,Quaterna_3,HorizGra_1,Geodetic_1,Quaterna_4,FaultRec_1,Earthqua_1,Heatflow_E,HorizGra_2,HorizMag_1,Hillshade-,DEM-30m,Fairway
108711,22686.8647028,938.22639925,0.0,0.0,0.0,0.0,0,11,0.7031,-2.7016699,2.4707899,0.83057,1.84198,0.0025704,8e-07,8,29,67.4292984,-9999.0,0.0,0.0,0.0,0.0,0.1,0.16777,0.734708,0.424346,0.212878,0.355482,19.3076992,0.751211,2,153,1744,36.1776009
108712,22518.136138,689.79745709,0.0,0.0,0.0,0.0,0,12,0.7031,-2.7016699,2.4707899,0.824521,1.83569,0.002896,1.2e-06,8,29,67.4918976,-9999.0,0.0,0.0,0.0,0.0,0.1,0.129572,0.736282,0.427409,0.214495,0.355907,19.2840996,0.776676,2,164,1743,35.8180008
108713,22350.9301869,443.13912869,0.0,0.0,0.0,0.0,0,13,0.7031,-2.6321199,2.4326501,0.820448,1.83569,0.0031264,1.8e-06,8,29,67.5563965,-9999.0,0.0,0.0,0.0,0.0,0.1,0.129572,0.736282,0.430916,0.216346,0.355907,19.2602005,0.789409,2,142,1719,36.2649002
108714,22185.2812763,204.75361521,0.0,0.0,0.0,0.0,0,14,0.7031,-2.6321199,2.4326501,0.814635,1.8293,0.0030852,2.4e-06,7,29,67.6231003,-9999.0,0.0,0.0,0.0,0.0,0.1,0.115881,0.736282,0.434857,0.218425,0.356339,19.2362995,0.725747,2,124,1690,36.0950012
108715,22021.2245436,111.69511405,0.0,0.0,0.0,0.0,0,14,0.7031,-2.6321199,2.4326501,0.811309,1.8293,0.0026148,3.2e-06,7,29,67.6917038,-9999.0,0.0,0.0,0.0,0.0,0.1,0.157882,0.736282,0.43922,0.220725,0.356339,19.2122002,0.700282,2,166,1667,36.5191002
108716,21858.795838,328.675454,0.0,0.0,0.0,0.0,0,15,0.7031,-2.6321199,2.4326501,0.807492,1.8293,0.0016803,4e-06,7,28,67.7623978,-9999.0,0.0,0.0,0.0,0.0,0.1,0.157882,0.736282,0.443992,0.22324,0.356339,19.1881008,0.738479,2,170,1648,36.5191002
108717,21698.0317212,573.21837865,0.0,0.0,0.0,0.0,0,16,0.714876,-2.5327899,2.3889799,0.805724,1.8293,0.0004926,4.9e-06,7,28,67.8356018,-9999.0,0.0,0.0,0.0,0.0,0.1,0.226967,0.737814,0.44916,0.225962,0.356339,19.1639004,0.763944,2,172,1634,37.3911018
108718,21538.9694662,821.05484908,0.0,0.0,0.0,0.0,0,17,0.714876,-2.5327899,2.3889799,0.803941,1.83569,0.001073,5.8e-06,7,26,67.9110031,-9999.0,0.0,0.0,0.0,0.0,0.1,0.226967,0.737814,0.454711,0.228885,0.355907,19.1396999,0.763944,2,173,1620,37.4020004
109692,22871.2778753,947.49763454,0.0,0.0,0.0,0.0,0,12,0.7031,-2.7016699,2.4707899,0.829195,1.84198,0.0026484,9e-07,8,29,67.5054016,-9999.0,0.0,0.0,0.0,0.0,0.1,0.159879,0.734708,0.428347,0.21499,0.355482,19.3293991,0.738479,2,175,1766,36.1111984
109693,22703.919854,702.35569552,0.0,0.0,0.0,0.0,0,13,0.7031,-2.7016699,2.4707899,0.823303,1.84198,0.0029782,1.4e-06,8,29,67.5695038,-9999.0,0.0,0.0,0.0,0.0,0.1,0.120878,0.736282,0.431382,0.216592,0.355482,19.3062,0.700282,2,173,1868,35.7322006
109694,22538.0922402,462.44489249,0.0,0.0,0.0,0.0,0,14,0.7031,-2.6321199,2.4326501,0.818608,1.83569,0.0032214,1.9e-06,8,30,67.6353989,-9999.0,0.0,0.0,0.0,0.0,0.1,0.120878,0.736282,0.434857,0.218425,0.355907,19.2828007,0.700282,2,134,1823,36.1683006
109695,22373.8290625,243.73558246,0.0,0.0,0.0,0.0,0,14,0.7031,-2.6321199,2.4326501,0.813669,1.83569,0.003187,2.6e-06,8,30,67.7036972,-9999.0,0.0,0.0,0.0,0.0,0.1,0.118642,0.736282,0.438762,0.220484,0.355907,19.2591991,0.649352,2,95,1704,36.141201
109696,22211.1650303,173.08607604,0.0,0.0,0.0,0.0,0,15,0.7031,-2.6321199,2.4326501,0.810081,1.8293,0.0026986,3.4e-06,7,29,67.7739029,-9999.0,0.0,0.0,0.0,0.0,0.1,0.168933,0.736282,0.443087,0.222763,0.356339,19.2355003,0.700282,2,154,1669,36.6123009
109697,22050.1355346,354.27467491,0.0,0.0,0.0,0.0,0,16,0.7031,-2.6321199,2.4326501,0.806433,1.83569,0.0017052,4.2e-06,7,28,67.846199,-9999.0,0.0,0.0,0.0,0.0,0.1,0.168933,0.736282,0.447817,0.225255,0.355907,19.2117996,0.763944,2,167,1648,36.6232986
109698,21890.7766464,588.27060172,0.0,0.0,0.0,0.0,0,16,0.714876,-2.5327899,2.3889799,0.804354,1.83569,0.0003634,5.2e-06,7,27,67.9209976,-9999.0,0.0,0.0,0.0,0.0,0.1,0.236797,0.737814,0.452942,0.227954,0.355907,19.1879997,0.763944,2,168,1635,37.4747009
109699,21733.1251152,831.63336658,0.0,0.0,0.0,0.0,0,17,0.714876,-2.5327899,2.3889799,0.803171,1.83569,0.0011359,6.1e-06,7,25,67.9980011,-9999.0,0.0,0.0,0.0,0.0,0.1,0.236797,0.737814,0.458447,0.230851,0.355907,19.1641006,0.763944,2,168,1621,37.4747009
110672,23056.9267956,1019.91899614,0.0,0.0,0.0,0.0,0,13,0.7031,-2.7016699,2.4707899,0.82638,1.8481899,0.0027055,1.1e-06,8,30,67.5791016,-9999.0,0.0,0.0,0.0,0.0,0.1,0.159879,0.734708,0.432775,0.217327,0.355062,19.3505993,0.687549,2,182,1859,36.1217995
110673,22890.9261138,797.36222274,0.0,0.0,0.0,0.0,0,14,0.7031,-2.7016699,2.4707899,0.820281,1.84198,0.0030207,1.5e-06,8,30,67.6445999,-9999.0,0.0,0.0,0.0,0.0,0.1,0.120878,0.736282,0.435779,0.218911,0.355482,19.3276997,0.751211,2,185,1860,35.7322006
110674,22726.4630648,596.94075905,0.0,0.0,0.0,0.0,0,14,0.7031,-2.6321199,2.4326501,0.817237,1.83569,0.0032603,2.1e-06,8,30,67.7118988,-9999.0,0.0,0.0,0.0,0.0,0.1,0.120878,0.736282,0.43922,0.220725,0.355907,19.3047009,0.751211,2,182,1846,36.1683006
110675,22563.5712715,449.32173926,0.0,0.0,0.0,0.0,0,15,0.7031,-2.6321199,2.4326501,0.812643,1.83569,0.0032377,2.8e-06,8,30,67.781601,-9999.0,0.0,0.0,0.0,0.0,0.1,0.118642,0.736282,0.443087,0.222763,0.355907,19.2814999,0.751211,2,82,1754,36.141201
110676,22402.2850087,415.26109971,0.0,0.0,0.0,0.0,0,16,0.7031,-2.6321199,2.4326501,0.808165,1.8293,0.0027831,3.6e-06,7,29,67.853302,-9999.0,0.0,0.0,0.0,0.0,0.1,0.168933,0.736282,0.447369,0.225019,0.356339,19.2581997,0.725747,2,158,1673,36.6123009
110677,22242.6392027,517.68092151,0.0,0.0,0.0,0.0,0,16,0.7031,-2.6321199,2.4326501,0.805468,1.83569,0.0018718,4.5e-06,7,28,67.927002,-9999.0,0.0,0.0,0.0,0.0,0.1,0.168933,0.736282,0.452055,0.227487,0.355907,19.2348003,0.725747,2,167,1655,36.6232986
110678,22084.669429,698.96015055,0.0,0.0,0.0,0.0,0,17,0.714876,-2.5327899,2.3889799,0.802583,1.83569,0.0008933,5.4e-06,7,26,68.0034027,-9999.0,0.0,0.0,0.0,0.0,0.1,0.236797,0.737814,0.457132,0.230159,0.355907,19.2113991,0.776676,2,168,1642,37.4747009
110679,21928.4119096,913.28913692,0.0,0.0,0.0,0.0,0,18,0.714876,-2.5327899,2.3889799,0.801372,1.84198,0.0014009,6.4e-06,7,24,68.0820007,-9999.0,0.0,0.0,0.0,0.0,0.1,0.236797,0.737814,0.462587,0.233029,0.355482,19.1877995,0.763944,2,168,1626,37.4855003
111653,23079.125199,950.40491658,0.0,0.0,0.0,0.0,0,15,0.678586,-2.67658,2.4638901,0.818109,1.84198,0.0030031,1.7e-06,8,30,67.7173996,-9999.0,0.0,0.0,0.0,0.0,0.1,0.112727,0.736282,0.440588,0.221447,0.355482,19.3486996,0.687549,2,154,1834,35.6381989
111654,22916.0128522,789.82356323,0.0,0.0,0.0,0.0,0,15,0.678586,-2.6154101,2.4277401,0.815786,1.8293,0.0032295,2.3e-06,8,30,67.7860031,-9999.0,0.0,0.0,0.0,0.0,0.1,0.112727,0.736282,0.443992,0.22324,0.356339,19.3260994,0.687549,2,136,1780,36.0457993
111655,22754.4780237,685.10803279,0.0,0.0,0.0,0.0,0,16,0.678586,-2.6154101,2.4277401,0.810625,1.83569,0.003236,3e-06,8,30,67.8570023,-9999.0,0.0,0.0,0.0,0.0,0.1,0.124964,0.736282,0.447817,0.225255,0.355907,19.3031998,0.687549,2,127,1765,36.2094002
111656,22594.5545479,663.26825052,0.0,0.0,0.0,0.0,0,16,0.678586,-2.6154101,2.4277401,0.80723,1.8293,0.0028844,3.8e-06,8,28,67.9300995,-9999.0,0.0,0.0,0.0,0.0,0.1,0.180795,0.736282,0.452055,0.227487,0.356339,19.2803001,0.700282,2,155,1679,36.7029991
111657,22436.2768816,731.76261705,0.0,0.0,0.0,0.0,0,17,0.678586,-2.6154101,2.4277401,0.803866,1.83569,0.0021944,4.7e-06,7,27,68.0053024,-9999.0,0.0,0.0,0.0,0.0,0.1,0.180795,0.736282,0.456693,0.229928,0.355907,19.2572002,0.738479,2,161,1665,36.7140007
111658,22279.6801008,869.49886905,0.0,0.0,0.0,0.0,0,18,0.691009,-2.55372,2.39325,0.801105,1.84198,0.0015695,5.7e-06,7,25,68.0830994,-9999.0,0.0,0.0,0.0,0.0,0.1,0.245822,0.737814,0.461719,0.232572,0.355482,19.2339993,0.713014,2,165,1644,37.4341011
112634,23106.7125885,1008.1191657,0.0,0.0,0.0,0.0,0,16,0.678586,-2.6154101,2.4277401,0.814268,1.83569,0.0031184,2.5e-06,8,30,67.857399,-9999.0,0.0,0.0,0.0,0.0,0.1,0.112727,0.736282,0.44916,0.225962,0.355907,19.3469009,0.725747,2,122,1834,36.0567017
112635,22946.5202533,928.36200256,0.0,0.0,0.0,0.0,0,16,0.678586,-2.6154101,2.4277401,0.809377,1.8293,0.0031627,3.2e-06,8,29,67.9297028,-9999.0,0.0,0.0,0.0,0.0,0.1,0.124964,0.736282,0.452942,0.227954,0.356339,19.3243999,0.725747,2,81,1746,36.1985016
112636,22787.9445502,912.36383278,0.0,0.0,0.0,0.0,0,17,0.678586,-2.6154101,2.4277401,0.805279,1.8293,0.0029446,4e-06,8,28,68.0039978,-9999.0,0.0,0.0,0.0,0.0,0.1,0.180795,0.736282,0.457132,0.230159,0.356339,19.3017006,0.700282,2,182,1696,36.7029991
112637,22631.0194625,963.30655501,0.0,0.0,0.0,0.0,0,18,0.678586,-2.6154101,2.4277401,0.802707,1.8293,0.0024946,5e-06,7,26,68.0805969,-9999.0,0.0,0.0,0.0,0.0,0.1,0.180795,0.736282,0.461719,0.232572,0.356339,19.2789993,0.713014,2,145,1721,36.7029991
112820,13732.778944,924.03793476,0.0,0.0,0.0,0.0,0,27,0.89693,-2.73893,1.90197,0.816505,1.51188,0.002928,7.4e-06,9,24,73.7556,-9999.0,0.0,0.0,0.0,0.0,0.1,0.4158,0.756002,0.540051,0.273639,0.377797,20.7805996,0.394704,2,179,1633,38.7248001
112821,13694.5862062,848.0448885099999,0.0,0.0,0.0,0.0,0,28,0.89693,-2.73893,1.90197,0.816983,1.51188,0.00313,7.4e-06,9,24,73.7575989,-9999.0,0.0,0.0,0.0,0.0,0.1,0.4158,0.756002,0.546149,0.276827,0.377797,20.7770996,0.420169,2,180,1633,38.7248001
112822,13660.8625347,842.32663557,0.0,0.0,0.0,0.0,0,28,0.892665,-2.71808,1.88083,0.817076,1.49831,0.0034488,7.4e-06,8,24,73.7602005,-9999.0,0.0,0.0,0.0,0.0,0.1,0.434944,0.756002,0.552542,0.280168,0.378714,20.7733002,0.432901,2,180,1633,38.924099
112823,13631.641098,908.21153321,0.0,0.0,0.0,0.0,0,28,0.892665,-2.71808,1.88083,0.817514,1.49831,0.0038423,7.3e-06,8,24,73.7630005,-9999.0,0.0,0.0,0.0,0.0,0.1,0.434944,0.756002,0.552724,0.280263,0.378714,20.7691002,0.458366,2,179,1632,38.924099
112824,13606.9509023,1032.07665273,0.0,0.0,0.0,0.0,0,28,0.892665,-2.71808,1.88083,0.817765,1.46982,0.0042073,7.3e-06,8,24,73.7656021,-9999.0,0.0,0.0,0.0,0.0,0.1,0.443147,0.754732,0.544493,0.275961,0.38064,20.7651997,0.458366,2,180,1632,38.9313011
112852,14733.2406547,931.71834805,0.0,0.0,0.0,0.0,0,9,0.8341,-2.5216801,1.80395,0.821628,1.2174799,0.0039945,1.6e-06,11,28,73.7481003,-9999.0,0.0,0.0,0.0,0.0,0.1,0.475882,0.743038,0.411134,0.205895,0.397698,20.6966,0.674817,2,183,1649,38.9051018
112853,14833.0999465,863.95605973,0.0,0.0,0.0,0.0,0,8,0.8341,-2.5216801,1.80395,0.821011,1.2174799,0.0045732,1.4e-06,9,28,73.7416,-9999.0,0.0,0.0,0.0,0.0,0.1,0.475882,0.743038,0.409912,0.205248,0.397698,20.6933002,0.662085,2,182,1654,38.9051018
112854,14936.4764204,865.87589539,0.0,0.0,0.0,0.0,0,7,0.815823,-2.48596,1.81972,0.820659,1.2174799,0.0051095,1.3e-06,7,28,73.7338028,-9999.0,0.0,0.0,0.0,0.0,0.1,0.52534,0.743038,0.409177,0.204859,0.397698,20.6905003,0.713014,2,182,1658,39.1822014
112855,15043.297567,937.04965678,0.0,0.0,0.0,0.0,0,7,0.815823,-2.48596,1.81972,0.820036,1.19033,0.0055725,1.1e-06,6,29,73.7246017,-9999.0,0.0,0.0,0.0,0.0,0.1,0.52534,0.740535,0.408932,0.204729,0.399534,20.6882,0.725747,2,183,1664,39.1355019
113799,14021.4234402,870.7329429999999,0.0,0.0,0.0,0.0,0,26,0.89693,-2.73893,1.90197,0.816981,1.51188,0.0027432,7.2e-06,10,25,73.7733002,-9999.0,0.0,0.0,0.0,0.0,0.1,0.393959,0.757167,0.526884,0.266752,0.377797,20.7786999,0.407437,2,179,1634,38.574501
113800,13979.5489599,706.05232532,0.0,0.0,0.0,0.0,0,26,0.89693,-2.73893,1.90197,0.816475,1.51188,0.0028455,7.2e-06,10,24,73.7740021,-9999.0,0.0,0.0,0.0,0.0,0.1,0.41758,0.756002,0.532756,0.269824,0.377797,20.7759991,0.381972,2,179,1634,38.7369995
113801,13942.0322391,603.1947564,0.0,0.0,0.0,0.0,0,27,0.89693,-2.73893,1.90197,0.816811,1.49831,0.0030541,7.2e-06,9,24,73.7758026,-9999.0,0.0,0.0,0.0,0.0,0.1,0.41758,0.756002,0.538935,0.273056,0.378714,20.7724991,0.420169,2,179,1634,38.7136993
113802,13908.9085406,595.12850899,0.0,0.0,0.0,0.0,0,28,0.892665,-2.71808,1.88083,0.816897,1.49831,0.0033887,7.2e-06,9,24,73.7781982,-9999.0,0.0,0.0,0.0,0.0,0.1,0.438195,0.756002,0.545413,0.276442,0.378714,20.7684994,0.471099,2,179,1633,38.9463005
113803,13880.2093148,685.20943534,0.0,0.0,0.0,0.0,0,28,0.892665,-2.71808,1.88083,0.817373,1.49831,0.0037998,7.2e-06,8,24,73.7807999,-9999.0,0.0,0.0,0.0,0.0,0.1,0.438195,0.756002,0.552179,0.279978,0.378714,20.7642994,0.458366,2,179,1633,38.9463005
113804,13855.9620545,842.52358919,0.0,0.0,0.0,0.0,0,28,0.892665,-2.71808,1.88083,0.817732,1.46982,0.0041808,7.1e-06,8,24,73.7830963,-9999.0,0.0,0.0,0.0,0.0,0.1,0.448628,0.754732,0.549811,0.278741,0.38064,20.7605,0.458366,2,179,1632,38.9687996
113805,13836.1901653,1036.90888047,0.0,0.0,0.0,0.0,0,27,0.892665,-2.71808,1.88083,0.81783,1.46982,0.004432,7.1e-06,8,24,73.7850037,-9999.0,0.0,0.0,0.0,0.0,0.1,0.449111,0.754732,0.541906,0.274609,0.38064,20.7572002,0.483831,2,180,1632,38.9720993
113831,14868.7416399,865.6632620399998,0.0,0.0,0.0,0.0,0,10,0.8341,-2.5216801,1.80395,0.821791,1.24304,0.0030537,1.9e-06,15,28,73.7724991,-9999.0,0.0,0.0,0.0,0.0,0.1,0.379601,0.743038,0.415987,0.208461,0.395971,20.6933002,0.649352,2,181,1645,38.2885017
113832,14963.5207016,709.00908055,0.0,0.0,0.0,0.0,0,9,0.8341,-2.5216801,1.80395,0.820753,1.2174799,0.0036407,1.8e-06,12,28,73.7675018,-9999.0,0.0,0.0,0.0,0.0,0.1,0.440421,0.743038,0.414295,0.207566,0.397698,20.6896992,0.674817,2,183,1649,38.6627998
113833,15061.8533262,617.26401917,0.0,0.0,0.0,0.0,0,9,0.8341,-2.5216801,1.80395,0.82062,1.2174799,0.0042014,1.7e-06,10,28,73.7617035,-9999.0,0.0,0.0,0.0,0.0,0.1,0.440421,0.743038,0.413082,0.206925,0.397698,20.6861992,0.662085,2,183,1655,38.6627998
113834,15163.670382,619.94827399,0.0,0.0,0.0,0.0,0,8,0.815823,-2.48596,1.81972,0.820285,1.19033,0.0047209,1.6e-06,9,28,73.7546997,-9999.0,0.0,0.0,0.0,0.0,0.1,0.492204,0.743038,0.412353,0.206539,0.399534,20.6832008,0.700282,2,183,1661,38.9101982
113835,15268.9021638,716.00059741,0.0,0.0,0.0,0.0,0,8,0.815823,-2.48596,1.81972,0.819928,1.19033,0.0051719,1.6e-06,7,28,73.7462006,-9999.0,0.0,0.0,0.0,0.0,0.1,0.492204,0.740535,0.412109,0.20641,0.399534,20.6807003,0.713014,2,183,1668,38.9101982
113836,15377.4785683,875.20160452,0.0,0.0,0.0,0.0,0,8,0.815823,-2.48596,1.81972,0.818929,1.16137,0.005519,1.5e-06,6,29,73.7363968,-9999.0,0.0,0.0,0.0,0.0,0.1,0.533731,0.740535,0.412109,0.20641,0.401492,20.6786995,0.687549,2,184,1674,39.1427994
114778,14312.980579,955.25159575,0.0,0.0,0.0,0.0,0,24,0.89693,-2.73893,1.90197,0.817664,1.52504,0.0026545,7.1e-06,10,26,73.7929993,-9999.0,0.0,0.0,0.0,0.0,0.1,0.381345,0.757167,0.514161,0.260091,0.376907,20.7759991,0.471099,2,179,1636,38.5101013
114779,14267.5816762,726.52573199,0.0,0.0,0.0,0.0,0,25,0.89693,-2.73893,1.90197,0.817435,1.52504,0.0026988,7.1e-06,10,25,73.7921982,-9999.0,0.0,0.0,0.0,0.0,0.1,0.398326,0.757167,0.51979,0.263039,0.376907,20.7740002,0.407437,2,179,1635,38.6272011
114780,14226.4317635,517.85487089,0.0,0.0,0.0,0.0,0,26,0.89693,-2.73893,1.90197,0.81699,1.51188,0.0028056,7.1e-06,10,25,73.7926025,-9999.0,0.0,0.0,0.0,0.0,0.1,0.420616,0.756002,0.52574,0.266153,0.377797,20.7712002,0.394704,2,179,1635,38.7579002
114781,14189.5678071,365.38704871,0.0,0.0,0.0,0.0,0,26,0.89693,-2.73893,1.90197,0.816555,1.49831,0.0030188,7.1e-06,9,25,73.7941971,-9999.0,0.0,0.0,0.0,0.0,0.1,0.420616,0.756002,0.532002,0.269429,0.378714,20.7675991,0.420169,2,179,1634,38.7346001
114782,14157.0232883,351.91152784,0.0,0.0,0.0,0.0,0,27,0.892665,-2.71808,1.88083,0.816753,1.49831,0.003352,7e-06,9,25,73.796402,-9999.0,0.0,0.0,0.0,0.0,0.1,0.441176,0.756002,0.538563,0.272861,0.378714,20.7635994,0.445634,2,179,1634,38.9667015
114783,14128.8280554,489.05597991,0.0,0.0,0.0,0.0,0,28,0.892665,-2.71808,1.88083,0.817152,1.49831,0.0037553,7e-06,9,25,73.7986984,-9999.0,0.0,0.0,0.0,0.0,0.1,0.441176,0.756002,0.545413,0.276442,0.378714,20.7593994,0.445634,2,179,1634,38.9667015
114784,14105.0081905,692.46644652,0.0,0.0,0.0,0.0,0,28,0.892665,-2.71808,1.88083,0.8176,1.4843,0.0041313,6.9e-06,8,25,73.8006973,-9999.0,0.0,0.0,0.0,0.0,0.1,0.453135,0.754732,0.552179,0.279978,0.379661,20.7556992,0.432901,2,179,1633,39.0245018
114785,14085.5858908,919.15385416,0.0,0.0,0.0,0.0,0,28,0.892665,-2.71808,1.88083,0.817919,1.46982,0.0043913,6.9e-06,8,25,73.8022995,-9999.0,0.0,0.0,0.0,0.0,0.1,0.455743,0.754732,0.547617,0.277594,0.38064,20.7525005,0.483831,2,179,1633,39.0173988
114810,15011.3482312,938.42777367,0.0,0.0,0.0,0.0,0,11,0.8341,-2.5216801,1.80395,0.822427,1.24304,0.0021578,2.4e-06,19,28,73.7953033,-9999.0,0.0,0.0,0.0,0.0,0.1,0.274584,0.745418,0.421737,0.211499,0.395971,20.6900005,0.63662,2,182,1643,37.5521011
114811,15101.0943163,713.41970778,0.0,0.0,0.0,0.0,0,11,0.8341,-2.5216801,1.80395,0.821757,1.24304,0.0027379,2.3e-06,16,28,73.7918015,-9999.0,0.0,0.0,0.0,0.0,0.1,0.342458,0.743038,0.41959,0.210365,0.395971,20.6860008,0.662085,2,182,1647,38.0307999
114812,15194.4240886,512.14126227,0.0,0.0,0.0,0.0,0,10,0.8341,-2.5216801,1.80395,0.820923,1.24304,0.0033006,2.3e-06,14,28,73.7875977,-9999.0,0.0,0.0,0.0,0.0,0.1,0.40438,0.743038,0.417912,0.209479,0.395971,20.6821003,0.674817,2,183,1650,38.4594002
114813,15291.2719293,374.97955355,0.0,0.0,0.0,0.0,0,10,0.8341,-2.5216801,1.80395,0.820212,1.24304,0.0038378,2.2e-06,12,28,73.7826004,-9999.0,0.0,0.0,0.0,0.0,0.1,0.40438,0.743038,0.41671,0.208843,0.395971,20.6784,0.649352,2,182,1657,38.4594002
114814,15391.5714289,379.38194296,0.0,0.0,0.0,0.0,0,9,0.815823,-2.48596,1.81972,0.820026,1.19033,0.0043356,2.2e-06,10,28,73.7762985,-9999.0,0.0,0.0,0.0,0.0,0.1,0.458299,0.743038,0.415987,0.208461,0.399534,20.6751003,0.674817,2,183,1664,38.6790009
114815,15495.2555605,521.7773967,0.0,0.0,0.0,0.0,0,9,0.815823,-2.48596,1.81972,0.819675,1.19033,0.00477,2.2e-06,8,28,73.7686005,-9999.0,0.0,0.0,0.0,0.0,0.1,0.458299,0.740535,0.415746,0.208333,0.399534,20.6725006,0.713014,2,183,1671,38.6790009
114816,15602.2568469,724.96389205,0.0,0.0,0.0,0.0,0,9,0.815823,-2.48596,1.81972,0.818677,1.16137,0.0051102,2.1e-06,7,28,73.7595978,-9999.0,0.0,0.0,0.0,0.0,0.1,0.502959,0.740535,0.415746,0.208333,0.401492,20.6702995,0.687549,2,183,1677,38.9337006
114817,15712.5075195,950.73321065,0.0,0.0,0.0,0.0,0,8,0.815823,-2.48596,1.81972,0.81827,1.16137,0.0053301,2.1e-06,6,29,73.7491989,-9999.0,0.0,0.0,0.0,0.0,0.1,0.537779,0.740535,0.415746,0.208333,0.401492,20.6685009,0.700282,2,183,1684,39.1702003
115758,14558.5021431,898.4260639499998,0.0,0.0,0.0,0.0,0,24,0.89693,-2.7381301,1.93581,0.817431,1.53782,0.002641,6.9e-06,11,26,73.8122025,-9999.0,0.0,0.0,0.0,0.0,0.1,0.381345,0.757167,0.507284,0.256489,0.376043,20.7712994,0.445634,2,179,1637,38.4543991
115759,14513.8712439,650.00263111,0.0,0.0,0.0,0.0,0,24,0.89693,-2.7381301,1.93581,0.817554,1.53782,0.0026926,6.9e-06,11,26,73.811203,-9999.0,0.0,0.0,0.0,0.0,0.1,0.398326,0.757167,0.512988,0.259477,0.376043,20.7691994,0.407437,2,179,1636,38.5714989
115760,14473.4215829,403.53122372,0.0,0.0,0.0,0.0,0,25,0.89693,-2.7381301,1.93581,0.817513,1.51188,0.0028065,6.9e-06,10,26,73.8114014,-9999.0,0.0,0.0,0.0,0.0,0.1,0.420616,0.756002,0.519017,0.262634,0.377797,20.7663002,0.471099,2,179,1635,38.6803017
115761,14437.1883049,167.84360751,0.0,0.0,0.0,0.0,0,26,0.89693,-2.7381301,1.93581,0.817278,1.51188,0.0030173,6.9e-06,10,26,73.8128967,-9999.0,0.0,0.0,0.0,0.0,0.1,0.420616,0.756002,0.525358,0.265954,0.377797,20.7626991,0.407437,2,180,1636,38.6803017
115762,14405.2032261,136.03493906,0.0,0.0,0.0,0.0,0,26,0.892665,-2.7102699,1.92032,0.817119,1.51188,0.0033329,6.9e-06,9,26,73.8147964,-9999.0,0.0,0.0,0.0,0.0,0.1,0.441176,0.756002,0.532002,0.269429,0.377797,20.7586002,0.432901,2,179,1634,38.9123001
115763,14377.4946989,365.84085708,0.0,0.0,0.0,0.0,0,27,0.892665,-2.7102699,1.92032,0.817347,1.49831,0.0037098,6.8e-06,9,25,73.816803,-9999.0,0.0,0.0,0.0,0.0,0.1,0.441176,0.756002,0.538563,0.272861,0.378714,20.7544994,0.445634,2,179,1635,38.8889999
115764,14354.0874893,611.6972787,0.0,0.0,0.0,0.0,0,28,0.892665,-2.7102699,1.92032,0.817973,1.49831,0.0040668,6.7e-06,9,25,73.8184967,-9999.0,0.0,0.0,0.0,0.0,0.1,0.453135,0.754732,0.545413,0.276442,0.378714,20.7509003,0.432901,2,179,1634,38.9707985
115765,14335.0026677,859.9462708999998,0.0,0.0,0.0,0.0,0,28,0.892665,-2.7102699,1.92032,0.81813,1.46982,0.0043289,6.7e-06,9,25,73.8198013,-9999.0,0.0,0.0,0.0,0.0,0.1,0.455743,0.754732,0.552542,0.280168,0.38064,20.7476997,0.483831,2,179,1633,38.9397011
115790,15245.6271539,874.7808197499999,0.0,0.0,0.0,0.0,0,12,0.8341,-2.5079601,1.8592401,0.822168,1.24304,0.0019009,2.8e-06,21,28,73.8141022,-9999.0,0.0,0.0,0.0,0.0,0.1,0.274584,0.745418,0.425762,0.213625,0.395971,20.6828003,0.649352,2,182,1644,37.4487
115791,15334.0021243,627.34557914,0.0,0.0,0.0,0.0,0,11,0.8341,-2.5079601,1.8592401,0.821733,1.24304,0.0024529,2.8e-06,18,28,73.8114014,-9999.0,0.0,0.0,0.0,0.0,0.1,0.342458,0.743038,0.423636,0.212503,0.395971,20.6784992,0.674817,2,183,1647,37.9273987
115792,15425.9228243,383.25379155,0.0,0.0,0.0,0.0,0,11,0.8341,-2.5079601,1.8592401,0.821277,1.24304,0.0029871,2.8e-06,16,28,73.8080978,-9999.0,0.0,0.0,0.0,0.0,0.1,0.40438,0.743038,0.421975,0.211625,0.395971,20.6742001,0.687549,2,183,1653,38.355999
115793,15521.3262582,158.75913138,0.0,0.0,0.0,0.0,0,10,0.8341,-2.5079601,1.8592401,0.820235,1.24304,0.0034967,2.8e-06,14,28,73.8035965,-9999.0,0.0,0.0,0.0,0.0,0.1,0.40438,0.743038,0.420784,0.210996,0.395971,20.6704006,0.687549,2,183,1658,38.355999
115794,15620.1486116,168.89480413,0.0,0.0,0.0,0.0,0,10,0.815823,-2.47523,1.87579,0.819501,1.2174799,0.0039695,2.8e-06,12,28,73.7981033,-9999.0,0.0,0.0,0.0,0.0,0.1,0.458299,0.743038,0.420068,0.210618,0.397698,20.6669006,0.725747,2,185,1663,38.6116982
