,PosSite_Di,NegSite_Di,Local-Stru,Local-Quat,Local-Qu_1,Local-Qu_2,Quaternary,Quaterna_1,GeodeticSt,Quaterna_2,FaultRecen,FaultSlipD,Earthquake,HorizGravi,HorizMagne,GravityDen,MagneticDe,Heatflow,Geochemist,Local-St_1,Local-Qu_3,Local-Qu_4,Local-Qu_5,Quaterna_3,HorizGra_1,Geodetic_1,Quaterna_4,FaultRec_1,Earthqua_1,Heatflow_E,HorizGra_2,HorizMag_1,Hillshade-,DEM-30m,Fairway
747354,27653.9498468,551.70068594,0.0,0.0,0.0,0.0,0,17,-0.173394,-2.36075,2.5383101,0.893777,0.812913,0.0028648,4.1e-06,13,23,78.3880997,-9999.0,0.0,0.0,0.0,0.0,0.1,0.434245,0.502435,0.458447,0.230851,0.425047,19.0265999,0.178254,4,182,1703,38.6617012
747355,27876.7154481,357.04170614,0.0,0.0,0.0,0.0,0,18,-0.173394,-2.36075,2.5383101,0.893923,0.812913,0.0022431,4.3e-06,16,22,78.435997,-9999.0,0.0,0.0,0.0,0.0,0.1,0.395332,0.499423,0.464319,0.233939,0.425047,19.0646992,0.190986,4,183,1702,38.2849998
747356,28099.9392566,274.92528619,0.0,0.0,0.0,0.0,0,19,-0.173394,-2.30619,2.5135601,0.894005,0.812913,0.0017122,4.4e-06,19,21,78.4868011,-9999.0,0.0,0.0,0.0,0.0,0.1,0.395332,0.499423,0.470545,0.237212,0.425047,19.1049995,0.190986,4,180,1699,38.4719009
747357,28323.6104385,385.60218626,0.0,0.0,0.0,0.0,0,20,-0.173394,-2.30619,2.5135601,0.894298,0.740363,0.0012827,4.6e-06,22,21,78.5402985,-9999.0,0.0,0.0,0.0,0.0,0.1,0.364273,0.499423,0.47711,0.240661,0.429951,19.1473999,0.190986,4,179,1694,38.0084991
747358,28547.7184784,588.89233236,0.0,0.0,0.0,0.0,0,21,-0.173394,-2.30619,2.5135601,0.894073,0.740363,0.0009641,4.7e-06,24,20,78.5966034,-9999.0,0.0,0.0,0.0,0.0,0.1,0.340833,0.499423,0.484001,0.244279,0.429951,19.1917992,0.190986,4,179,1690,37.7094002
747359,28772.2531681,818.4737699999998,0.0,0.0,0.0,0.0,0,22,-0.173394,-2.30619,2.5135601,0.893904,0.740363,0.0007865,4.8e-06,25,20,78.6555023,-9999.0,0.0,0.0,0.0,0.0,0.1,0.340833,0.496463,0.491204,0.248059,0.429951,19.2381992,0.203718,4,179,1689,37.7094002
747942,14579.7419756,842.39355416,0.0,0.0,0.0,0.0,0,21,0.0569715,-2.4587801,2.4933,0.847682,1.09691,0.0009999,1.12e-05,29,14,83.2386017,-9999.0,0.0,0.0,0.0,0.0,0.1,0.176264,0.592723,0.490181,0.247522,0.405849,22.4505005,0.229183,2,176,1573,36.7717018
747943,14463.3743684,665.83355064,0.0,0.0,0.0,0.0,0,20,0.0569715,-2.4587801,2.4933,0.847706,1.09691,0.0012423,1.11e-05,28,14,83.2070999,-9999.0,0.0,0.0,0.0,0.0,0.1,0.246037,0.592723,0.482131,0.243298,0.405849,22.4531002,0.229183,2,178,1569,37.3026009
747944,14350.4188151,549.58323684,0.0,0.0,0.0,0.0,0,19,0.0569715,-2.4587801,2.4933,0.848003,1.09691,0.00154,1.1e-05,27,14,83.1759033,-9999.0,0.0,0.0,0.0,0.0,0.1,0.323651,0.592723,0.474368,0.239221,0.405849,22.4540005,0.229183,2,180,1561,37.8560982
747945,14240.9565064,534.55509658,0.0,0.0,0.0,0.0,0,18,0.0569715,-2.4587801,2.4933,0.848069,1.09691,0.0018681,1.07e-05,24,15,83.1442032,-9999.0,0.0,0.0,0.0,0.0,0.1,0.323651,0.592723,0.466905,0.235299,0.405849,22.4531994,0.241916,2,180,1565,37.8560982
747946,14135.0685978,628.05777469,0.0,0.0,0.0,0.0,0,17,0.048455,-2.5146599,2.5351,0.84915,1.09691,0.002199,1.04e-05,21,16,83.1119995,-9999.0,0.0,0.0,0.0,0.0,0.1,0.403426,0.588129,0.459758,0.231541,0.405849,22.4507008,0.229183,2,180,1567,38.1669998
747947,14032.8360039,792.56796895,0.0,0.0,0.0,0.0,0,16,0.048455,-2.5146599,2.5351,0.849642,1.09691,0.002512,1.01e-05,18,17,83.0800018,-9999.0,0.0,0.0,0.0,0.0,0.1,0.403426,0.588129,0.452942,0.227954,0.405849,22.4465008,0.229183,2,180,1567,38.1669998
747948,13934.3391792,993.4140136300001,0.0,0.0,0.0,0.0,0,15,0.048455,-2.5146599,2.5351,0.850294,1.0607001,0.0028012,9.8e-06,14,18,83.0474014,-9999.0,0.0,0.0,0.0,0.0,0.1,0.481928,0.588129,0.446471,0.224546,0.408297,22.4407997,0.229183,2,180,1566,38.6422005
748066,27326.5220987,979.0865319,0.0,0.0,0.0,0.0,0,15,-0.173394,-2.36075,2.5383101,0.894489,0.812913,0.0044851,3.8e-06,8,25,77.9703979,-9999.0,0.0,0.0,0.0,0.0,0.1,0.494749,0.502435,0.443992,0.22324,0.425047,18.8511009,0.178254,4,177,1704,39.1913986
748067,27547.3979181,729.1882953099998,0.0,0.0,0.0,0.0,0,16,-0.173394,-2.36075,2.5383101,0.894454,0.812913,0.003737,3.9e-06,10,24,78.0139999,-9999.0,0.0,0.0,0.0,0.0,0.1,0.561049,0.502435,0.44916,0.225962,0.425047,18.8862991,0.178254,4,179,1701,39.1913986
748068,27768.7676015,479.39618592,0.0,0.0,0.0,0.0,0,17,-0.173394,-2.36075,2.5383101,0.894605,0.812913,0.002991,4.1e-06,13,24,78.0605011,-9999.0,0.0,0.0,0.0,0.0,0.1,0.447259,0.502435,0.454711,0.228885,0.425047,18.9237003,0.190986,4,177,1698,38.7801018
748069,27990.6194314,230.05615867,0.0,0.0,0.0,0.0,0,18,-0.173394,-2.36075,2.5383101,0.894513,0.812913,0.0023103,4.2e-06,16,22,78.1100998,-9999.0,0.0,0.0,0.0,0.0,0.1,0.406642,0.499423,0.460631,0.232,0.425047,18.9633007,0.190986,4,179,1694,38.3987007
748070,28212.9420338,32.10870917,0.0,0.0,0.0,0.0,0,18,-0.173394,-2.30619,2.5135601,0.894753,0.812913,0.001738,4.4e-06,19,22,78.1624985,-9999.0,0.0,0.0,0.0,0.0,0.1,0.406642,0.499423,0.466905,0.235299,0.425047,19.0049992,0.190986,4,179,1693,38.5856018
748071,28435.7243666,272.2794562,0.0,0.0,0.0,0.0,0,19,-0.173394,-2.30619,2.5135601,0.894557,0.740363,0.0012888,4.5e-06,21,21,78.2179031,-9999.0,0.0,0.0,0.0,0.0,0.1,0.373658,0.499423,0.473521,0.238776,0.429951,19.0489006,0.190986,4,179,1691,38.1160011
748072,28658.9557085,521.76741498,0.0,0.0,0.0,0.0,0,20,-0.173394,-2.30619,2.5135601,0.894325,0.740363,0.0009642,4.6e-06,23,20,78.2761002,-9999.0,0.0,0.0,0.0,0.0,0.1,0.347962,0.499423,0.480463,0.242422,0.429951,19.0948009,0.203718,4,179,1688,37.8061981
748073,28882.6256484,771.58691564,0.0,0.0,0.0,0.0,0,21,-0.173394,-2.30619,2.5135601,0.894137,0.740363,0.000779,4.7e-06,25,20,78.336998,-9999.0,0.0,0.0,0.0,0.0,0.1,0.266604,0.496463,0.487719,0.24623,0.429951,19.1427994,0.229183,4,178,1687,37.8061981
748074,29106.7240753,1021.49473883,0.0,0.0,0.0,0.0,0,22,-0.19897,-2.24474,2.48316,0.893977,0.740363,0.0007556,4.8e-06,26,19,78.4007034,-9999.0,0.0,0.0,0.0,0.0,0.1,0.241894,0.496463,0.495273,0.250193,0.429951,19.1928005,0.229183,4,178,1684,37.703701
748655,14918.5142023,948.7710178200001,0.0,0.0,0.0,0.0,0,22,0.0569715,-2.35865,2.4315,0.844843,1.09691,0.0006147,1.11e-05,29,14,83.1824036,-9999.0,0.0,0.0,0.0,0.0,0.1,0.176264,0.597629,0.498504,0.251887,0.405849,22.4088993,0.203718,2,174,1581,37.2458
748656,14800.5874226,713.35395233,0.0,0.0,0.0,0.0,0,21,0.0569715,-2.42766,2.4860201,0.846021,1.09691,0.000808,1.12e-05,29,14,83.1501007,-9999.0,0.0,0.0,0.0,0.0,0.1,0.176264,0.592723,0.490181,0.247522,0.405849,22.4130993,0.203718,2,173,1572,36.8507004
748657,14685.9698386,492.52540886,0.0,0.0,0.0,0.0,0,20,0.0569715,-2.42766,2.4860201,0.846574,1.09691,0.0010704,1.11e-05,28,14,83.117897,-9999.0,0.0,0.0,0.0,0.0,0.1,0.246037,0.592723,0.482131,0.243298,0.405849,22.4155006,0.203718,2,178,1567,37.3816986
748658,14574.7395225,318.25884974,0.0,0.0,0.0,0.0,0,19,0.0569715,-2.42766,2.4860201,0.847287,1.09691,0.0013844,1.1e-05,27,14,83.0859985,-9999.0,0.0,0.0,0.0,0.0,0.1,0.323651,0.592723,0.474368,0.239221,0.405849,22.4160995,0.229183,2,180,1564,37.9351006
748659,14466.9746042,291.54092765,0.0,0.0,0.0,0.0,0,18,0.0569715,-2.42766,2.4860201,0.847401,1.09691,0.0017298,1.07e-05,24,15,83.0535965,-9999.0,0.0,0.0,0.0,0.0,0.1,0.323651,0.592723,0.466905,0.235299,0.405849,22.4151001,0.241916,2,181,1564,37.9351006
748660,14362.7530872,440.1176315,0.0,0.0,0.0,0.0,0,17,0.048455,-2.48507,2.53001,0.848449,1.09691,0.0020853,1.04e-05,21,16,83.0206985,-9999.0,0.0,0.0,0.0,0.0,0.1,0.403426,0.588129,0.459758,0.231541,0.405849,22.4123001,0.241916,2,180,1566,38.2435989
748661,14262.1526528,653.76673716,0.0,0.0,0.0,0.0,0,16,0.048455,-2.48507,2.53001,0.849172,1.09691,0.0024343,1.01e-05,18,17,82.9878998,-9999.0,0.0,0.0,0.0,0.0,0.1,0.403426,0.588129,0.452942,0.227954,0.405849,22.4078999,0.241916,2,179,1567,38.2435989
748662,14165.2504511,886.6331618499999,0.0,0.0,0.0,0.0,0,15,0.048455,-2.48507,2.53001,0.84966,1.09691,0.0027721,9.8e-06,14,18,82.9544983,-9999.0,0.0,0.0,0.0,0.0,0.1,0.481928,0.588129,0.446471,0.224546,0.405849,22.4018002,0.229183,2,183,1567,38.780899
748780,27444.9871924,1004.51853799,0.0,0.0,0.0,0.0,0,15,-0.173394,-2.3942001,2.5686901,0.895339,0.875061,0.0047433,3.7e-06,8,26,77.6409988,-9999.0,0.0,0.0,0.0,0.0,0.1,0.561049,0.502435,0.440588,0.221447,0.420846,18.7434998,0.178254,4,179,1704,39.1562004
748781,27664.9172064,762.99582321,0.0,0.0,0.0,0.0,0,15,-0.173394,-2.3942001,2.5686901,0.895236,0.812913,0.0039502,3.9e-06,10,25,77.685997,-9999.0,0.0,0.0,0.0,0.0,0.1,0.561049,0.502435,0.445796,0.224191,0.425047,18.7800007,0.165521,4,179,1700,39.0494995
748782,27885.353971,529.40321051,0.0,0.0,0.0,0.0,0,16,-0.173394,-2.3942001,2.5686901,0.895556,0.812913,0.0031398,4e-06,12,24,77.7341995,-9999.0,0.0,0.0,0.0,0.0,0.1,0.447259,0.502435,0.451388,0.227136,0.425047,18.8188,0.190986,4,178,1697,38.6381989
748783,28106.2855628,321.51655068,0.0,0.0,0.0,0.0,0,17,-0.173394,-2.3942001,2.5686901,0.895235,0.812913,0.0023994,4.2e-06,15,23,77.7854004,-9999.0,0.0,0.0,0.0,0.0,0.1,0.406642,0.499423,0.457351,0.230274,0.425047,18.8598995,0.203718,4,179,1695,38.2568016
748784,28327.7004041,226.88769341,0.0,0.0,0.0,0.0,0,18,-0.173394,-2.3219399,2.5324299,0.895041,0.812913,0.0017883,4.3e-06,18,22,77.8396988,-9999.0,0.0,0.0,0.0,0.0,0.1,0.406642,0.499423,0.46367,0.233598,0.425047,18.9030991,0.203718,4,179,1692,38.5069008
748785,28549.5872515,352.96339539,0.0,0.0,0.0,0.0,0,19,-0.173394,-2.3219399,2.5324299,0.894778,0.812913,0.0013224,4.4e-06,21,21,77.8968964,-9999.0,0.0,0.0,0.0,0.0,0.1,0.373658,0.499423,0.470332,0.2371,0.425047,18.9486008,0.216451,4,179,1690,38.1618996
748786,28771.9351848,568.05659185,0.0,0.0,0.0,0.0,0,20,-0.173394,-2.3219399,2.5324299,0.894557,0.740363,0.0009907,4.5e-06,23,21,77.9570999,-9999.0,0.0,0.0,0.0,0.0,0.1,0.347962,0.499423,0.47732,0.240772,0.429951,18.9960995,0.216451,4,179,1686,37.7275009
748787,28994.7335964,803.61273298,0.0,0.0,0.0,0.0,0,21,-0.173394,-2.3219399,2.5324299,0.894427,0.740363,0.0007887,4.6e-06,25,20,78.0201035,-9999.0,0.0,0.0,0.0,0.0,0.1,0.266604,0.496463,0.484623,0.244605,0.429951,19.0457001,0.216451,4,179,1686,37.7275009
748788,29217.9721811,1045.89605491,0.0,0.0,0.0,0.0,0,22,-0.19897,-2.25913,2.4996901,0.894303,0.740363,0.000731,4.7e-06,26,19,78.0858002,-9999.0,0.0,0.0,0.0,0.0,0.1,0.241894,0.496463,0.492224,0.248594,0.429951,19.0974007,0.241916,4,179,1684,37.6327019
749369,15138.5460988,907.97213915,0.0,0.0,0.0,0.0,0,22,0.0569715,-2.35865,2.4315,0.843092,1.09691,0.0004308,1.11e-05,29,14,83.093399,-9999.0,0.0,0.0,0.0,0.0,0.1,0.169821,0.597629,0.498504,0.251887,0.405849,22.3715992,0.203718,2,168,1586,37.1931992
749370,15022.3466886,658.11915526,0.0,0.0,0.0,0.0,0,21,0.0569715,-2.42766,2.4860201,0.844565,1.09691,0.0006604,1.12e-05,29,14,83.0605011,-9999.0,0.0,0.0,0.0,0.0,0.1,0.169821,0.592723,0.490181,0.247522,0.405849,22.3756008,0.216451,2,174,1571,36.7980003
749371,14909.433996,408.44612814,0.0,0.0,0.0,0.0,0,20,0.0569715,-2.42766,2.4860201,0.845388,1.09691,0.0009442,1.11e-05,28,14,83.0277023,-9999.0,0.0,0.0,0.0,0.0,0.1,0.238813,0.592723,0.482131,0.243298,0.405849,22.3778992,0.229183,2,175,1563,37.3288002
749372,14799.8832472,159.79880053,0.0,0.0,0.0,0.0,0,19,0.0569715,-2.42766,2.4860201,0.845966,1.09691,0.001271,1.1e-05,26,14,82.9951019,-9999.0,0.0,0.0,0.0,0.0,0.1,0.316829,0.592723,0.474368,0.239221,0.405849,22.3782005,0.216451,2,180,1564,37.8871994
749373,14693.7696381,96.14090552,0.0,0.0,0.0,0.0,0,18,0.0569715,-2.42766,2.4860201,0.846626,1.09691,0.001629,1.07e-05,24,15,82.961998,-9999.0,0.0,0.0,0.0,0.0,0.1,0.316829,0.592723,0.466905,0.235299,0.405849,22.3768997,0.229183,2,180,1564,37.8871994
749374,14591.1681583,343.43920973,0.0,0.0,0.0,0.0,0,17,0.048455,-2.48507,2.53001,0.847782,1.09691,0.002004,1.05e-05,21,16,82.928299,-9999.0,0.0,0.0,0.0,0.0,0.1,0.397879,0.588129,0.459758,0.231541,0.405849,22.3738995,0.229183,2,180,1566,38.2053986
749375,14492.1534036,593.00751078,0.0,0.0,0.0,0.0,0,16,0.048455,-2.48507,2.53001,0.848392,1.09691,0.0023843,1.02e-05,17,17,82.8946991,-9999.0,0.0,0.0,0.0,0.0,0.1,0.397879,0.588129,0.452942,0.227954,0.405849,22.3691006,0.229183,2,180,1567,38.2053986
749376,14396.7993777,842.83172989,0.0,0.0,0.0,0.0,0,15,0.048455,-2.48507,2.53001,0.84924,1.09691,0.0027671,9.9e-06,14,18,82.8604965,-9999.0,0.0,0.0,0.0,0.0,0.1,0.478273,0.588129,0.446471,0.224546,0.405849,22.3626003,0.229183,2,181,1567,38.7560005
749495,27784.1889574,870.4077679199999,0.0,0.0,0.0,0.0,0,15,-0.173394,-2.3942001,2.5686901,0.896148,0.875061,0.0041952,3.9e-06,10,25,77.3591995,-9999.0,0.0,0.0,0.0,0.0,0.1,0.650145,0.502435,0.44286,0.222644,0.420846,18.6720009,0.178254,4,180,1700,39.3037987
749496,28003.6868656,675.06652673,0.0,0.0,0.0,0.0,0,16,-0.173394,-2.3942001,2.5686901,0.895862,0.875061,0.0033339,4e-06,12,24,77.4089966,-9999.0,0.0,0.0,0.0,0.0,0.1,0.533775,0.502435,0.448489,0.225609,0.420846,18.7122993,0.190986,4,176,1698,38.8897018
749497,28223.6921772,528.03404111,0.0,0.0,0.0,0.0,0,17,-0.173394,-2.3942001,2.5686901,0.895514,0.812913,0.0025476,4.1e-06,15,23,77.461998,-9999.0,0.0,0.0,0.0,0.0,0.1,0.421051,0.499423,0.45449,0.228769,0.425047,18.7548008,0.203718,4,178,1694,38.3963013
749498,28444.1931185,476.36654127,0.0,0.0,0.0,0.0,0,18,-0.173394,-2.3219399,2.5324299,0.895191,0.812913,0.001907,4.3e-06,18,22,77.5179977,-9999.0,0.0,0.0,0.0,0.0,0.1,0.421051,0.499423,0.460848,0.232114,0.425047,18.7996006,0.216451,4,178,1691,38.6464005
749499,28665.1782519,547.75013893,0.0,0.0,0.0,0.0,0,19,-0.173394,-2.3219399,2.5324299,0.894971,0.812913,0.0014253,4.4e-06,20,21,77.5771027,-9999.0,0.0,0.0,0.0,0.0,0.1,0.385792,0.499423,0.46755,0.235638,0.425047,18.8465996,0.216451,4,176,1690,38.2938995
749500,28886.636465,705.78704137,0.0,0.0,0.0,0.0,0,20,-0.173394,-2.3219399,2.5324299,0.894818,0.740363,0.0010778,4.5e-06,23,21,77.6392975,-9999.0,0.0,0.0,0.0,0.0,0.1,0.278892,0.499423,0.47458,0.239332,0.429951,18.8957996,0.229183,4,179,1686,37.8480988
749501,29108.5569602,906.22319592,0.0,0.0,0.0,0.0,0,20,-0.173394,-2.3219399,2.5324299,0.894702,0.740363,0.0008417,4.6e-06,24,20,77.7043991,-9999.0,0.0,0.0,0.0,0.0,0.1,0.278892,0.496463,0.481923,0.243188,0.429951,18.9470997,0.229183,4,178,1686,37.8480988
750082,15359.4951078,934.69800828,0.0,0.0,0.0,0.0,0,23,0.0569715,-2.35865,2.4315,0.84162,1.09691,0.0003234,1.1e-05,29,14,83.0038986,-9999.0,0.0,0.0,0.0,0.0,0.1,0.164275,0.6031,0.498504,0.251887,0.405849,22.3341999,0.229183,2,167,1585,37.1469994
750083,15244.9798955,694.52702161,0.0,0.0,0.0,0.0,0,22,0.0569715,-2.42766,2.4860201,0.842994,1.09691,0.0005802,1.11e-05,29,14,82.9703979,-9999.0,0.0,0.0,0.0,0.0,0.1,0.164275,0.598494,0.490181,0.247522,0.405849,22.3381004,0.241916,2,170,1575,36.7518997
750084,15133.7283596,464.83889769,0.0,0.0,0.0,0.0,0,21,0.0569715,-2.42766,2.4860201,0.843744,1.09691,0.0008713,1.11e-05,28,14,82.9369965,-9999.0,0.0,0.0,0.0,0.0,0.1,0.231679,0.598494,0.482131,0.243298,0.405849,22.3400993,0.229183,2,175,1564,37.2761993
750085,15025.8129933,273.46410709,0.0,0.0,0.0,0.0,0,20,0.0569715,-2.42766,2.4860201,0.844731,1.09691,0.0011992,1.1e-05,26,14,82.9037018,-9999.0,0.0,0.0,0.0,0.0,0.1,0.309407,0.598494,0.474368,0.239221,0.405849,22.3402004,0.229183,2,180,1564,37.8349991
750086,14921.3061813,241.84713133,0.0,0.0,0.0,0.0,0,19,0.0569715,-2.42766,2.4860201,0.845518,1.09691,0.0015603,1.07e-05,24,15,82.8697968,-9999.0,0.0,0.0,0.0,0.0,0.1,0.309407,0.598494,0.466905,0.235299,0.405849,22.3386002,0.229183,2,181,1564,37.8349991
750087,14820.2800313,408.89785032,0.0,0.0,0.0,0.0,0,18,0.048455,-2.48507,2.53001,0.846854,1.09691,0.0019467,1.05e-05,21,16,82.8354034,-9999.0,0.0,0.0,0.0,0.0,0.1,0.391275,0.594199,0.459758,0.231541,0.405849,22.3353004,0.229183,2,179,1566,38.1599007
750088,14722.8061949,633.17048972,0.0,0.0,0.0,0.0,0,17,0.048455,-2.48507,2.53001,0.847488,1.09691,0.0023515,1.02e-05,17,17,82.8010025,-9999.0,0.0,0.0,0.0,0.0,0.1,0.391275,0.594199,0.452942,0.227954,0.405849,22.3300991,0.229183,2,180,1566,38.1599007
750089,14628.9556805,871.5573911799999,0.0,0.0,0.0,0.0,0,16,0.048455,-2.48507,2.53001,0.848486,1.09691,0.0027743,9.9e-06,14,18,82.7658997,-9999.0,0.0,0.0,0.0,0.0,0.1,0.473256,0.594199,0.446471,0.224546,0.405849,22.3232002,0.229183,2,181,1567,38.7218018
750208,27905.1906999,1028.61885004,0.0,0.0,0.0,0.0,0,14,-0.173394,-2.3942001,2.5686901,0.896513,0.875061,0.0044726,3.8e-06,9,26,77.0337982,-9999.0,0.0,0.0,0.0,0.0,0.1,0.742675,0.502435,0.440361,0.221327,0.420846,18.5625,0.203718,4,178,1701,39.4513016
750209,28123.7442395,869.57568488,0.0,0.0,0.0,0.0,0,15,-0.173394,-2.3942001,2.5686901,0.89608,0.875061,0.0035928,4e-06,12,25,77.0851974,-9999.0,0.0,0.0,0.0,0.0,0.1,0.549215,0.502435,0.446021,0.224309,0.420846,18.6042004,0.190986,4,178,1701,39.0424004
750210,28342.8176457,761.09592352,0.0,0.0,0.0,0.0,0,16,-0.173394,-2.3942001,2.5686901,0.895703,0.875061,0.0027861,4.1e-06,14,24,77.1399002,-9999.0,0.0,0.0,0.0,0.0,0.1,0.511035,0.499423,0.452055,0.227487,0.420846,18.6483002,0.216451,4,180,1697,38.653801
750211,28562.3989564,726.2039230499998,0.0,0.0,0.0,0.0,0,17,-0.173394,-2.3219399,2.5324299,0.895452,0.875061,0.0021257,4.2e-06,17,23,77.1977997,-9999.0,0.0,0.0,0.0,0.0,0.1,0.437214,0.499423,0.458447,0.230851,0.420846,18.6945992,0.203718,4,175,1704,38.9039001
750212,28782.4765472,774.90468505,0.0,0.0,0.0,0.0,0,18,-0.173394,-2.3219399,2.5324299,0.895388,0.812913,0.0016212,4.3e-06,20,22,77.2589035,-9999.0,0.0,0.0,0.0,0.0,0.1,0.399811,0.499423,0.465183,0.234394,0.425047,18.7432995,0.229183,4,175,1693,38.4388008
750213,29003.0391207,893.63437936,0.0,0.0,0.0,0.0,0,19,-0.173394,-2.3219399,2.5324299,0.895086,0.740363,0.0012406,4.5e-06,22,21,77.3230972,-9999.0,0.0,0.0,0.0,0.0,0.1,0.293465,0.499423,0.472248,0.238107,0.429951,18.7940998,0.241916,4,177,1688,37.9840012
750795,15581.3222143,1023.67344788,0.0,0.0,0.0,0.0,0,23,0.0569715,-2.35865,2.4315,0.839536,1.09691,0.0003388,1.1e-05,29,14,82.9136963,-9999.0,0.0,0.0,0.0,0.0,0.1,0.164275,0.6031,0.498705,0.251993,0.405849,22.2968998,0.241916,2,185,1596,37.1469994
750796,15468.449308,810.31768151,0.0,0.0,0.0,0.0,0,22,0.0569715,-2.42766,2.4860201,0.8406,1.09691,0.0005723,1.11e-05,29,14,82.8796005,-9999.0,0.0,0.0,0.0,0.0,0.1,0.164275,0.598494,0.490386,0.24763,0.405849,22.3006001,0.241916,2,163,1583,36.7518997
750797,15358.8165573,624.75768264,0.0,0.0,0.0,0.0,0,21,0.0569715,-2.42766,2.4860201,0.842218,1.09691,0.0008458,1.11e-05,28,14,82.8454971,-9999.0,0.0,0.0,0.0,0.0,0.1,0.231679,0.598494,0.48234,0.243407,0.405849,22.3022995,0.229183,2,172,1566,37.2761993
750798,15252.4938318,499.02863554,0.0,0.0,0.0,0.0,0,20,0.0569715,-2.42766,2.4860201,0.843474,1.09691,0.0011599,1.09e-05,26,14,82.8115005,-9999.0,0.0,0.0,0.0,0.0,0.1,0.309407,0.598494,0.47458,0.239332,0.405849,22.3022003,0.241916,2,180,1564,37.8349991
750799,15149.5508229,482.42822901,0.0,0.0,0.0,0.0,0,19,0.0569715,-2.42766,2.4860201,0.844779,1.09691,0.0015137,1.07e-05,24,15,82.7769012,-9999.0,0.0,0.0,0.0,0.0,0.1,0.309407,0.598494,0.46712,0.235412,0.405849,22.3003006,0.229183,2,180,1564,37.8349991
750800,15050.0568831,584.33245093,0.0,0.0,0.0,0.0,0,18,0.048455,-2.48507,2.53001,0.8452,1.09691,0.0019033,1.05e-05,21,16,82.7416992,-9999.0,0.0,0.0,0.0,0.0,0.1,0.391275,0.594199,0.459977,0.231656,0.405849,22.2966003,0.216451,2,180,1567,38.1599007
750801,14954.0808555,758.38765171,0.0,0.0,0.0,0.0,0,17,0.048455,-2.48507,2.53001,0.846587,1.09691,0.0023258,1.02e-05,17,17,82.7064972,-9999.0,0.0,0.0,0.0,0.0,0.1,0.391275,0.594199,0.453163,0.22807,0.405849,22.2910004,0.229183,2,180,1566,38.1599007
750802,14861.6908957,966.3639311,0.0,0.0,0.0,0.0,0,16,0.048455,-2.48507,2.53001,0.847471,1.13033,0.0027827,9.9e-06,14,18,82.6706009,-9999.0,0.0,0.0,0.0,0.0,0.1,0.473256,0.594199,0.446695,0.224665,0.403589,22.2838001,0.229183,2,180,1567,38.7792015
750923,28463.6403869,1002.35425924,0.0,0.0,0.0,0.0,0,16,-0.173394,-2.3942001,2.5686901,0.896179,0.875061,0.0031064,4.1e-06,14,24,76.819397,-9999.0,0.0,0.0,0.0,0.0,0.1,0.511035,0.511196,0.450052,0.226433,0.420846,18.5403996,0.229183,4,182,1698,38.653801
750924,28682.2967372,976.12457918,0.0,0.0,0.0,0.0,0,17,-0.173394,-2.3219399,2.5324299,0.895992,0.875061,0.0024325,4.2e-06,17,23,76.8792038,-9999.0,0.0,0.0,0.0,0.0,0.1,0.511035,0.511196,0.456473,0.229812,0.420846,18.5883999,0.241916,4,179,1696,38.9039001
750925,28901.4613501,1012.87922633,0.0,0.0,0.0,0.0,0,18,-0.173394,-2.3219399,2.5324299,0.89553,0.875061,0.0018954,4.3e-06,19,22,76.9421997,-9999.0,0.0,0.0,0.0,0.0,0.1,0.479425,0.499423,0.463237,0.233371,0.420846,18.6387005,0.229183,4,178,1692,38.5455017
751509,15692.7192026,977.68180211,0.0,0.0,0.0,0.0,0,22,0.0085167,-2.3994401,2.47926,0.83869,1.0607001,0.0006159,1.11e-05,29,14,82.788002,-9999.0,0.0,0.0,0.0,0.0,0.1,0.158986,0.598494,0.491,0.247952,0.408297,22.2630997,0.229183,2,179,1588,36.4500008
751510,15584.6641934,830.4029884599998,0.0,0.0,0.0,0.0,0,21,0.0085167,-2.3994401,2.47926,0.840463,1.09691,0.0008531,1.11e-05,28,14,82.7530975,-9999.0,0.0,0.0,0.0,0.0,0.1,0.224444,0.598494,0.482963,0.243734,0.405849,22.2646008,0.241916,2,169,1568,37.0276985
751511,15479.8927667,740.45698072,0.0,0.0,0.0,0.0,0,20,0.0085167,-2.3994401,2.47926,0.841801,1.09691,0.0011417,1.09e-05,26,14,82.7184982,-9999.0,0.0,0.0,0.0,0.0,0.1,0.301312,0.598494,0.475213,0.239665,0.405849,22.2642002,0.241916,2,179,1564,37.5830002
751512,15378.4720345,729.3723036699998,0.0,0.0,0.0,0.0,0,19,0.0085167,-2.3994401,2.47926,0.842677,1.09691,0.00148,1.07e-05,24,15,82.6830978,-9999.0,0.0,0.0,0.0,0.0,0.1,0.301312,0.598494,0.467764,0.235751,0.405849,22.2619991,0.229183,2,180,1563,37.5830002
751513,15280.4687155,800.43199238,0.0,0.0,0.0,0.0,0,18,0.0085167,-2.4568,2.5244999,0.843868,1.13033,0.001866,1.05e-05,20,16,82.6472015,-9999.0,0.0,0.0,0.0,0.0,0.1,0.383323,0.594199,0.460631,0.232,0.403589,22.2579002,0.229183,2,180,1567,37.9821014
